Report Date,Week Ending Date,Health Region,Vaccination Status,Infections,Hospitalizations,Deaths,Population Denominator
10/8/21,3/20/21,Eastern Region,Partially Vaccinated,131,17,5,966985
10/8/21,6/12/21,Eastern Region,Partially Vaccinated,11,0,1,638902
10/8/21,7/24/21,Southwest Region,Unvaccinated,781,64,12,3369966
10/8/21,5/8/21,Central Region,Partially Vaccinated,62,4,2,971303
10/8/21,5/29/21,Northern Region,Unvaccinated,257,14,1,3798039
10/8/21,6/26/21,Northern Region,Partially Vaccinated,27,1,0,529790
10/8/21,8/14/21,Eastern Region,Unvaccinated,3670,218,53,3162349
10/8/21,7/17/21,Northern Region,Fully Vaccinated,279,4,0,4584665
10/8/21,4/10/21,Northern Region,Fully Vaccinated,47,1,0,2049141
10/8/21,10/2/21,Southwest Region,Fully Vaccinated,434,11,0,5120108
10/8/21,6/26/21,Central Region,Partially Vaccinated,20,0,0,529790
10/8/21,2/20/21,Southwest Region,Unvaccinated,1704,71,13,7360611
10/8/21,2/13/21,Eastern Region,Partially Vaccinated,241,16,8,699205
10/8/21,6/5/21,Northern Region,Partially Vaccinated,30,0,0,731459
10/8/21,9/18/21,Central Region,Unvaccinated,3572,43,6,2864344
10/8/21,2/20/21,Central Region,Partially Vaccinated,91,11,9,647924
10/8/21,1/23/21,Northern Region,Unvaccinated,5983,165,65,8005963
10/8/21,3/6/21,Eastern Region,Partially Vaccinated,90,18,4,694965
10/8/21,7/31/21,Northern Region,Partially Vaccinated,105,2,1,566054
10/8/21,3/27/21,Eastern Region,Unvaccinated,2395,81,17,5890719
10/8/21,9/18/21,Central Region,Fully Vaccinated,427,12,4,5028173
10/8/21,7/17/21,Southwest Region,Unvaccinated,446,34,7,3421864
10/8/21,2/20/21,Northwest Region,Unvaccinated,2280,51,17,7360611
10/8/21,2/20/21,Eastern Region,Partially Vaccinated,189,17,5,647924
10/8/21,10/2/21,Northwest Region,Partially Vaccinated,224,9,0,629834
10/8/21,6/12/21,Southwest Region,Unvaccinated,180,19,2,3655904
10/8/21,7/24/21,Southwest Region,Partially Vaccinated,33,3,0,540742
10/8/21,9/11/21,Central Region,Fully Vaccinated,387,20,6,4970796
10/8/21,6/12/21,Northern Region,Fully Vaccinated,35,0,0,4240713
10/8/21,2/27/21,Central Region,Unvaccinated,1953,54,18,7187073
10/8/21,9/18/21,Eastern Region,Unvaccinated,4381,201,19,2864344
10/8/21,7/10/21,Eastern Region,Unvaccinated,494,27,6,3464960
10/8/21,8/7/21,Central Region,Unvaccinated,1759,30,22,3232681
10/8/21,7/24/21,Northern Region,Partially Vaccinated,76,4,0,540742
10/8/21,9/25/21,Northwest Region,Unvaccinated,3353,52,4,2821114
10/8/21,2/20/21,Northern Region,Partially Vaccinated,90,12,6,647924
10/8/21,4/24/21,Northern Region,Unvaccinated,1438,37,5,4598274
10/8/21,7/3/21,Northern Region,Unvaccinated,156,4,0,3504219
10/8/21,3/20/21,Northwest Region,Fully Vaccinated,16,1,0,1217887
10/8/21,7/31/21,Northwest Region,Unvaccinated,930,26,9,3306536
10/8/21,8/21/21,Eastern Region,Partially Vaccinated,354,14,6,640106
10/8/21,6/12/21,Southwest Region,Fully Vaccinated,26,3,0,4240713
10/8/21,8/21/21,Eastern Region,Unvaccinated,4231,235,48,3096790
10/8/21,9/4/21,Northwest Region,Unvaccinated,4086,106,35,2970151
10/8/21,9/4/21,Northwest Region,Partially Vaccinated,262,6,4,647186
10/8/21,3/27/21,Southwest Region,Unvaccinated,1297,71,12,5890719
10/8/21,4/17/21,Eastern Region,Partially Vaccinated,201,13,6,1294350
10/8/21,1/23/21,Central Region,Partially Vaccinated,225,11,15,446279
10/8/21,5/22/21,Northwest Region,Fully Vaccinated,39,4,0,3807075
10/8/21,6/12/21,Central Region,Partially Vaccinated,19,2,0,638902
10/8/21,4/10/21,Eastern Region,Fully Vaccinated,45,10,1,2049141
10/8/21,5/29/21,Northwest Region,Fully Vaccinated,22,5,0,3957822
10/8/21,5/8/21,Northwest Region,Fully Vaccinated,42,6,1,3318397
10/8/21,1/30/21,Central Region,Fully Vaccinated,2,0,0,141983
10/8/21,7/10/21,Eastern Region,Partially Vaccinated,17,0,0,532487
10/8/21,2/27/21,Central Region,Fully Vaccinated,9,1,1,747879
10/8/21,2/6/21,Northwest Region,Fully Vaccinated,1,0,0,230507
10/8/21,4/3/21,Eastern Region,Fully Vaccinated,20,2,0,1739758
10/8/21,1/30/21,Northwest Region,Unvaccinated,3533,90,46,7754989
10/8/21,3/20/21,Southwest Region,Unvaccinated,1208,64,28,6350647
10/8/21,3/20/21,Northern Region,Partially Vaccinated,154,10,1,966985
10/8/21,9/4/21,Eastern Region,Unvaccinated,4495,273,49,2970151
10/8/21,7/24/21,Northwest Region,Unvaccinated,584,9,2,3369966
10/8/21,2/6/21,Northern Region,Unvaccinated,3933,75,25,7587857
10/8/21,3/6/21,Northern Region,Unvaccinated,2304,55,23,6924712
10/8/21,9/4/21,Central Region,Partially Vaccinated,263,5,4,647186
10/8/21,5/22/21,Northwest Region,Unvaccinated,468,29,7,3919186
10/8/21,5/1/21,Northern Region,Partially Vaccinated,222,9,1,1105921
10/8/21,6/26/21,Central Region,Unvaccinated,194,11,4,3774207
10/8/21,9/18/21,Northern Region,Fully Vaccinated,755,11,2,5028173
10/8/21,5/22/21,Central Region,Fully Vaccinated,11,2,3,3807075
10/8/21,9/4/21,Southwest Region,Partially Vaccinated,403,8,2,647186
10/8/21,8/7/21,Eastern Region,Fully Vaccinated,557,21,7,4701814
10/8/21,1/30/21,Southwest Region,Unvaccinated,3331,132,61,7754989
10/8/21,4/17/21,Northwest Region,Fully Vaccinated,30,3,1,2385489
10/8/21,8/21/21,Central Region,Fully Vaccinated,661,22,6,4798623
10/8/21,3/13/21,Northern Region,Fully Vaccinated,14,1,0,1082723
10/8/21,8/21/21,Southwest Region,Fully Vaccinated,680,45,12,4798623
10/8/21,5/15/21,Southwest Region,Unvaccinated,677,55,12,4110357
10/8/21,6/26/21,Southwest Region,Fully Vaccinated,26,3,1,4231522
10/8/21,4/24/21,Central Region,Partially Vaccinated,103,6,1,1226478
10/8/21,4/17/21,Southwest Region,Unvaccinated,1287,97,17,4855680
10/8/21,9/18/21,Southwest Region,Unvaccinated,4926,105,35,2864344
10/8/21,4/24/21,Northwest Region,Unvaccinated,1160,35,10,4598274
10/8/21,7/17/21,Northwest Region,Partially Vaccinated,26,2,0,528990
10/8/21,9/25/21,Central Region,Fully Vaccinated,342,2,0,5080832
10/8/21,3/6/21,Northwest Region,Unvaccinated,1200,26,21,6924712
10/8/21,5/29/21,Northwest Region,Unvaccinated,313,20,5,3798039
10/8/21,2/6/21,Northern Region,Fully Vaccinated,0,0,0,230507
10/8/21,5/1/21,Central Region,Fully Vaccinated,27,4,1,3046148
10/8/21,8/7/21,Northern Region,Fully Vaccinated,699,14,5,4701814
10/8/21,3/13/21,Southwest Region,Unvaccinated,1302,52,55,6646396
10/8/21,3/6/21,Northwest Region,Partially Vaccinated,49,2,2,694965
10/8/21,7/31/21,Southwest Region,Unvaccinated,1256,58,23,3306536
10/8/21,3/6/21,Central Region,Unvaccinated,1841,65,42,6924712
10/8/21,9/11/21,Eastern Region,Partially Vaccinated,367,23,3,647277
10/8/21,5/29/21,Central Region,Unvaccinated,296,12,4,3798039
10/8/21,9/18/21,Northern Region,Partially Vaccinated,202,5,2,643002
10/8/21,9/25/21,Eastern Region,Fully Vaccinated,570,12,1,5080832
10/8/21,8/14/21,Southwest Region,Partially Vaccinated,141,2,3,626617
10/8/21,6/12/21,Northwest Region,Partially Vaccinated,11,0,0,638902
10/8/21,5/22/21,Eastern Region,Fully Vaccinated,26,2,0,3807075
10/8/21,5/1/21,Northern Region,Fully Vaccinated,86,3,0,3046148
10/8/21,7/10/21,Northern Region,Fully Vaccinated,135,9,0,4538072
10/8/21,6/19/21,Eastern Region,Fully Vaccinated,30,3,0,4358488
10/8/21,2/27/21,Southwest Region,Fully Vaccinated,8,0,0,747879
10/8/21,7/24/21,Southwest Region,Fully Vaccinated,168,9,0,4624811
10/8/21,5/8/21,Central Region,Fully Vaccinated,21,1,0,3318397
10/8/21,10/2/21,Northern Region,Unvaccinated,1588,16,1,2785577
10/8/21,6/12/21,Northwest Region,Fully Vaccinated,21,3,0,4240713
10/8/21,4/10/21,Central Region,Unvaccinated,1583,52,29,5149240
10/8/21,5/1/21,Eastern Region,Partially Vaccinated,96,7,1,1105921
10/8/21,4/24/21,Eastern Region,Fully Vaccinated,32,3,0,2710767
10/8/21,5/15/21,Southwest Region,Fully Vaccinated,44,5,1,3569157
10/8/21,9/25/21,Eastern Region,Unvaccinated,3707,147,12,2821114
10/8/21,8/7/21,Southwest Region,Partially Vaccinated,91,4,0,601024
10/8/21,5/22/21,Central Region,Partially Vaccinated,27,4,1,809258
10/8/21,6/26/21,Northwest Region,Unvaccinated,170,11,5,3774207
10/8/21,9/25/21,Southwest Region,Unvaccinated,4207,103,31,2821114
10/8/21,2/13/21,Northwest Region,Partially Vaccinated,114,12,4,699205
10/8/21,6/5/21,Southwest Region,Fully Vaccinated,31,12,1,4081540
10/8/21,7/3/21,Eastern Region,Partially Vaccinated,13,2,0,541041
10/8/21,7/3/21,Northwest Region,Unvaccinated,208,15,1,3504219
10/8/21,8/14/21,Southwest Region,Unvaccinated,2215,88,30,3162349
10/8/21,6/19/21,Northern Region,Fully Vaccinated,49,1,0,4358488
10/8/21,3/13/21,Central Region,Partially Vaccinated,118,11,4,806400
10/8/21,1/23/21,Central Region,Fully Vaccinated,1,0,0,83277
10/8/21,3/13/21,Northwest Region,Partially Vaccinated,56,5,0,806400
10/8/21,9/11/21,Northern Region,Unvaccinated,2181,46,8,2917446
10/8/21,5/22/21,Southwest Region,Unvaccinated,527,38,10,3919186
10/8/21,3/27/21,Eastern Region,Fully Vaccinated,28,4,0,1461251
10/8/21,5/8/21,Northern Region,Partially Vaccinated,133,7,2,971303
10/8/21,7/10/21,Southwest Region,Unvaccinated,306,22,6,3464960
10/8/21,4/3/21,Eastern Region,Partially Vaccinated,210,14,10,1291234
10/8/21,6/5/21,Northern Region,Fully Vaccinated,53,7,0,4081540
10/8/21,1/23/21,Eastern Region,Fully Vaccinated,0,0,0,83277
10/8/21,9/25/21,Eastern Region,Partially Vaccinated,299,11,2,633573
10/8/21,1/30/21,Central Region,Partially Vaccinated,226,6,14,638547
10/8/21,3/13/21,Eastern Region,Partially Vaccinated,116,21,11,806400
10/8/21,8/21/21,Southwest Region,Unvaccinated,3042,111,37,3096790
10/8/21,3/27/21,Central Region,Unvaccinated,1775,48,10,5890719
10/8/21,7/24/21,Central Region,Unvaccinated,933,28,9,3369966
10/8/21,6/5/21,Southwest Region,Unvaccinated,263,31,4,3722520
10/8/21,6/5/21,Eastern Region,Unvaccinated,324,23,2,3722520
10/8/21,5/8/21,Eastern Region,Partially Vaccinated,53,4,0,971303
10/8/21,5/1/21,Southwest Region,Partially Vaccinated,65,10,0,1105921
10/8/21,6/12/21,Southwest Region,Partially Vaccinated,11,1,0,638902
10/8/21,6/12/21,Central Region,Unvaccinated,167,7,2,3655904
10/8/21,6/19/21,Central Region,Unvaccinated,148,1,2,3600285
10/8/21,6/12/21,Eastern Region,Fully Vaccinated,21,4,0,4240713
10/8/21,3/27/21,Central Region,Partially Vaccinated,188,9,6,1183549
10/8/21,7/10/21,Northwest Region,Fully Vaccinated,69,1,0,4538072
10/8/21,2/13/21,Northern Region,Fully Vaccinated,4,0,0,368013
10/8/21,3/27/21,Northwest Region,Partially Vaccinated,96,8,2,1183549
10/8/21,7/3/21,Northwest Region,Fully Vaccinated,35,2,0,4490259
10/8/21,3/6/21,Southwest Region,Partially Vaccinated,59,6,1,694965
10/8/21,8/28/21,Northwest Region,Fully Vaccinated,630,23,8,4858267
10/8/21,6/19/21,Northwest Region,Unvaccinated,157,8,1,3600285
10/8/21,8/21/21,Northwest Region,Partially Vaccinated,167,0,1,640106
10/8/21,2/27/21,Northern Region,Fully Vaccinated,13,0,0,747879
10/8/21,5/15/21,Northwest Region,Partially Vaccinated,42,4,2,856005
10/8/21,4/3/21,Southwest Region,Unvaccinated,1128,86,14,5504527
10/8/21,8/14/21,Northwest Region,Partially Vaccinated,115,4,0,626617
10/8/21,7/24/21,Central Region,Partially Vaccinated,34,0,0,540742
10/8/21,6/26/21,Northwest Region,Partially Vaccinated,10,2,0,529790
10/8/21,7/10/21,Southwest Region,Partially Vaccinated,14,1,0,532487
10/8/21,2/13/21,Northwest Region,Fully Vaccinated,10,0,1,368013
10/8/21,5/22/21,Eastern Region,Unvaccinated,604,26,4,3919186
10/8/21,7/3/21,Central Region,Unvaccinated,261,11,0,3504219
10/8/21,5/8/21,Southwest Region,Unvaccinated,809,55,14,4245819
10/8/21,2/6/21,Southwest Region,Partially Vaccinated,213,17,10,717155
10/8/21,6/5/21,Northwest Region,Unvaccinated,249,19,6,3722520
10/8/21,8/7/21,Eastern Region,Partially Vaccinated,217,12,0,601024
10/8/21,9/18/21,Eastern Region,Fully Vaccinated,678,20,2,5028173
10/8/21,3/27/21,Central Region,Fully Vaccinated,18,0,0,1461251
10/8/21,3/13/21,Northern Region,Partially Vaccinated,113,9,4,806400
10/8/21,7/3/21,Eastern Region,Fully Vaccinated,51,3,0,4490259
10/8/21,2/6/21,Southwest Region,Fully Vaccinated,4,0,0,230507
10/8/21,4/3/21,Southwest Region,Fully Vaccinated,20,3,0,1739758
10/8/21,3/27/21,Northern Region,Fully Vaccinated,45,2,2,1461251
10/8/21,4/17/21,Northwest Region,Unvaccinated,1411,59,16,4855680
10/8/21,1/23/21,Northern Region,Fully Vaccinated,1,0,0,83277
10/8/21,6/19/21,Eastern Region,Unvaccinated,238,20,2,3600285
10/8/21,8/7/21,Southwest Region,Fully Vaccinated,403,19,7,4701814
10/8/21,2/20/21,Northern Region,Fully Vaccinated,4,0,0,526984
10/8/21,3/6/21,Northern Region,Fully Vaccinated,11,1,1,915842
10/8/21,9/25/21,Northern Region,Fully Vaccinated,757,13,0,5080832
10/8/21,8/28/21,Northern Region,Partially Vaccinated,188,5,0,645620
10/8/21,3/6/21,Central Region,Fully Vaccinated,8,1,0,915842
10/8/21,1/30/21,Northern Region,Partially Vaccinated,125,8,3,638547
10/8/21,2/13/21,Central Region,Partially Vaccinated,163,13,3,699205
10/8/21,7/17/21,Eastern Region,Fully Vaccinated,111,3,2,4584665
10/8/21,4/3/21,Northern Region,Unvaccinated,2508,61,7,5504527
10/8/21,9/18/21,Southwest Region,Fully Vaccinated,701,22,4,5028173
10/8/21,2/27/21,Eastern Region,Fully Vaccinated,4,0,0,747879
10/8/21,4/24/21,Central Region,Fully Vaccinated,34,1,3,2710767
10/8/21,4/10/21,Northern Region,Unvaccinated,2335,46,13,5149240
10/8/21,2/6/21,Central Region,Partially Vaccinated,231,19,10,717155
10/8/21,2/27/21,Northwest Region,Partially Vaccinated,46,5,2,600567
10/8/21,2/20/21,Central Region,Fully Vaccinated,8,0,0,526984
10/8/21,6/19/21,Northwest Region,Fully Vaccinated,19,1,0,4358488
10/8/21,8/14/21,Northern Region,Partially Vaccinated,159,3,0,626617
10/8/21,9/25/21,Southwest Region,Partially Vaccinated,301,9,2,633573
10/8/21,5/1/21,Central Region,Partially Vaccinated,66,1,0,1105921
10/8/21,2/6/21,Northwest Region,Unvaccinated,3382,82,28,7587857
10/8/21,6/26/21,Northern Region,Fully Vaccinated,51,0,0,4231522
10/8/21,6/12/21,Eastern Region,Unvaccinated,261,15,3,3655904
10/8/21,7/17/21,Eastern Region,Unvaccinated,702,38,7,3421864
10/8/21,10/2/21,Southwest Region,Partially Vaccinated,244,6,0,629834
10/8/21,8/28/21,Central Region,Fully Vaccinated,529,12,9,4858267
10/8/21,5/15/21,Northwest Region,Unvaccinated,634,21,4,4110357
10/8/21,3/20/21,Central Region,Fully Vaccinated,6,1,0,1217887
10/8/21,9/11/21,Southwest Region,Partially Vaccinated,417,11,2,647277
10/8/21,9/25/21,Northern Region,Partially Vaccinated,185,2,1,633573
10/8/21,9/25/21,Northwest Region,Partially Vaccinated,218,3,2,633573
10/8/21,9/18/21,Central Region,Partially Vaccinated,257,8,1,643002
10/8/21,1/30/21,Northwest Region,Partially Vaccinated,169,9,4,638547
10/8/21,5/8/21,Eastern Region,Fully Vaccinated,38,5,2,3318397
10/8/21,5/15/21,Eastern Region,Fully Vaccinated,25,0,1,3569157
10/8/21,5/29/21,Eastern Region,Unvaccinated,475,18,8,3798039
10/8/21,4/3/21,Eastern Region,Unvaccinated,2004,75,16,5504527
10/8/21,8/28/21,Southwest Region,Unvaccinated,4001,127,46,3031632
10/8/21,7/10/21,Northwest Region,Partially Vaccinated,15,2,0,532487
10/8/21,7/31/21,Eastern Region,Unvaccinated,1886,97,19,3306536
10/8/21,8/7/21,Northwest Region,Fully Vaccinated,434,20,8,4701814
10/8/21,5/15/21,Northern Region,Unvaccinated,571,26,7,4110357
10/8/21,9/18/21,Southwest Region,Partially Vaccinated,355,13,1,643002
10/8/21,9/25/21,Central Region,Partially Vaccinated,222,4,0,633573
10/8/21,9/25/21,Northern Region,Unvaccinated,1992,36,2,2821114
10/8/21,1/23/21,Southwest Region,Partially Vaccinated,341,18,22,446279
10/8/21,2/20/21,Southwest Region,Partially Vaccinated,105,7,1,647924
10/8/21,10/2/21,Northern Region,Fully Vaccinated,476,8,1,5120108
10/8/21,8/21/21,Northern Region,Fully Vaccinated,917,28,5,4798623
10/8/21,10/2/21,Central Region,Fully Vaccinated,284,7,1,5120108
10/8/21,2/13/21,Central Region,Unvaccinated,3007,92,41,7468301
10/8/21,9/11/21,Southwest Region,Fully Vaccinated,668,15,8,4970796
10/8/21,4/17/21,Northwest Region,Partially Vaccinated,182,9,1,1294350
10/8/21,9/4/21,Northern Region,Fully Vaccinated,827,8,2,4918182
10/8/21,6/5/21,Southwest Region,Partially Vaccinated,12,1,0,731459
10/8/21,1/30/21,Northwest Region,Fully Vaccinated,0,0,0,141983
10/8/21,5/29/21,Eastern Region,Fully Vaccinated,32,2,0,3957822
10/8/21,4/10/21,Southwest Region,Fully Vaccinated,25,10,2,2049141
10/8/21,8/28/21,Eastern Region,Partially Vaccinated,356,20,8,645620
10/8/21,8/7/21,Central Region,Fully Vaccinated,451,13,9,4701814
10/8/21,8/21/21,Central Region,Unvaccinated,3190,37,37,3096790
10/8/21,4/24/21,Northwest Region,Fully Vaccinated,38,1,0,2710767
10/8/21,6/19/21,Southwest Region,Unvaccinated,169,21,3,3600285
10/8/21,4/17/21,Northern Region,Unvaccinated,1808,52,5,4855680
10/8/21,7/24/21,Northern Region,Fully Vaccinated,402,11,1,4624811
10/8/21,1/30/21,Eastern Region,Fully Vaccinated,0,0,0,141983
10/8/21,10/2/21,Northwest Region,Unvaccinated,3021,45,1,2785577
10/8/21,4/17/21,Eastern Region,Unvaccinated,1797,86,17,4855680
10/8/21,5/1/21,Northwest Region,Unvaccinated,1057,35,11,4383450
10/8/21,4/17/21,Northern Region,Fully Vaccinated,73,1,0,2385489
10/8/21,7/31/21,Northern Region,Unvaccinated,1039,31,5,3306536
10/8/21,3/20/21,Eastern Region,Unvaccinated,2355,109,27,6350647
10/8/21,7/24/21,Northern Region,Unvaccinated,732,19,3,3369966
10/8/21,2/13/21,Central Region,Fully Vaccinated,6,0,0,368013
10/8/21,8/28/21,Northwest Region,Unvaccinated,3640,75,28,3031632
10/8/21,4/17/21,Central Region,Fully Vaccinated,23,1,0,2385489
10/8/21,3/13/21,Central Region,Fully Vaccinated,11,0,0,1082723
10/8/21,4/3/21,Northwest Region,Fully Vaccinated,21,1,0,1739758
10/8/21,1/30/21,Northern Region,Unvaccinated,4754,112,35,7754989
10/8/21,4/3/21,Central Region,Unvaccinated,1622,50,21,5504527
10/8/21,9/11/21,Northwest Region,Partially Vaccinated,298,9,3,647277
10/8/21,8/21/21,Central Region,Partially Vaccinated,223,5,4,640106
10/8/21,9/18/21,Northwest Region,Partially Vaccinated,305,8,2,643002
10/8/21,5/29/21,Central Region,Partially Vaccinated,30,1,0,779658
10/8/21,6/26/21,Central Region,Fully Vaccinated,28,0,2,4231522
10/8/21,8/28/21,Northwest Region,Partially Vaccinated,262,7,1,645620
10/8/21,2/13/21,Northern Region,Unvaccinated,3361,68,19,7468301